Sede;Nit;"Razón Social";Radicado;Factura;"Fecha Radicación";"Valor Factura";"Total Glosado";"Total a Favor";"Total en Contra";"Pendiente por Resolver"
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000342352";12/07/2012;113626,00;7500,00;7500,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000345155";12/07/2012;503433,00;354000,00;354000,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000346882";12/07/2012;346610,00;253000,00;253000,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000344300";12/07/2012;79238,00;20420,00;0,00;20420,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000346003";12/07/2012;62894,00;7500,00;7500,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000346778";12/07/2012;98485,00;7500,00;0,00;7500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000346875";12/07/2012;157438,00;14740,00;14740,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000347878";12/07/2012;437582,00;7500,00;7500,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000344572";12/07/2012;60338,00;7500,00;7500,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000342796";12/07/2012;86027,00;20420,00;0,00;20420,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000346831";12/07/2012;215350,00;22240,00;0,00;22240,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000344290";12/07/2012;175476,00;7500,00;7500,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000343937";12/07/2012;96902,00;20420,00;0,00;20420,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000344204";12/07/2012;125400,00;20420,00;20420,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000346768";12/07/2012;977634,00;40780,00;28980,00;11800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000345363";12/07/2012;101800,00;20420,00;20420,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000347260";12/07/2012;1300763,00;7500,00;7500,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18772;"F1 0000345593";12/07/2012;262132,00;34280,00;34280,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000346820";12/07/2012;1257930,00;27080,00;0,00;27080,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000346206";12/07/2012;959541,00;9320,00;9320,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000344163";12/07/2012;1713778,00;144300,00;42750,00;101550,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000347042";12/07/2012;2062076,00;49401,00;4860,00;44541,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000346941";12/07/2012;1437436,00;310878,00;310878,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000343480";12/07/2012;747335,00;110911,00;110911,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000346239";12/07/2012;1168299,00;19085,00;0,00;19085,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000344805";12/07/2012;716752,00;296932,00;290892,00;6040,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000345590";12/07/2012;319025,00;13740,00;13740,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000344617";12/07/2012;4078888,00;1471188,00;1452279,00;18909,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000344220";12/07/2012;442560,00;253000,00;253000,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000344587";12/07/2012;3793163,00;11800,00;11800,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000346100";12/07/2012;459444,00;12038,00;12038,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000347059";12/07/2012;5007920,00;47550,00;0,00;47550,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000345597";12/07/2012;318295,00;38700,00;0,00;38700,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000347920";12/07/2012;14289583,00;1248154,00;1165154,00;83000,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000344466";12/07/2012;3284909,00;29186,00;12150,00;17036,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000345162";12/07/2012;1177319,00;12610,00;12610,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000346134";12/07/2012;189184,00;19900,00;19900,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000344582";12/07/2012;4792687,00;518107,00;343383,00;174724,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000346207";12/07/2012;1099378,00;16070,00;3360,00;12710,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000346761";12/07/2012;18290185,00;2027683,00;853165,00;1174518,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000347779";12/07/2012;2061058,00;188845,00;40473,00;148372,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000345854";12/07/2012;1808320,00;330156,00;38578,00;291578,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000345272";12/07/2012;2494483,00;96088,00;6476,00;89612,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000347274";12/07/2012;4173440,00;1132555,00;617115,00;515440,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000348098";12/07/2012;2753161,00;2618,00;2618,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000347172";12/07/2012;1095461,00;6404,00;0,00;6404,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000343542";12/07/2012;439901,00;8000,00;8000,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000343873";12/07/2012;539937,00;46080,00;0,00;46080,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000344611";12/07/2012;368680,00;51700,00;51700,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000344299";12/07/2012;663421,00;8910,00;8910,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000344310";12/07/2012;545758,00;11800,00;11800,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000346840";12/07/2012;11001241,00;4574636,00;648220,00;3926416,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000347184";12/07/2012;617401,00;17404,00;0,00;17404,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000346197";12/07/2012;1409369,00;50900,00;50900,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000347240";12/07/2012;462906,00;6300,00;0,00;6300,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000344799";12/07/2012;609101,00;11800,00;0,00;11800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000341927";12/07/2012;249240,00;126804,00;119304,00;7500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000344497";12/07/2012;306263,00;306263,00;155600,00;150663,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000344483";12/07/2012;1435536,00;243590,00;110650,00;132940,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000345851";12/07/2012;1312249,00;32264,00;32264,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000346078";12/07/2012;21558720,00;4074869,00;2057235,00;2017634,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000347541";12/07/2012;1256387,00;20500,00;0,00;20500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000346853";12/07/2012;620443,00;16200,00;16200,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000344672";12/07/2012;409689,00;94300,00;94300,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000347537";12/07/2012;1711005,00;391960,00;391960,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000344578";12/07/2012;819994,00;384844,00;323146,00;61698,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000346224";12/07/2012;1622071,00;19300,00;0,00;19300,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000345328";12/07/2012;1899420,00;76474,00;30044,00;46430,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000347053";12/07/2012;1158426,00;19364,00;0,00;19364,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18773;"F1 0000346211";12/07/2012;4144995,00;82500,00;82500,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18774;"F1 0000347910";12/07/2012;566442,00;36200,00;36200,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18774;"F1 0000344153";12/07/2012;944218,00;914418,00;914418,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18775;"F1 0000344610";12/07/2012;650800,00;141400,00;0,00;141400,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18775;"F1 0000345905";12/07/2012;18208833,00;3880603,00;2531459,00;1349144,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18775;"F1 0000347839";12/07/2012;72736745,00;9428879,00;4854646,00;4574233,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18775;"F1 0000344416";12/07/2012;1367159,00;338460,00;313600,00;24860,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18775;"F1 0000347322";12/07/2012;263552,00;6000,00;6000,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18775;"F1 0000344630";12/07/2012;897131,00;239860,00;239860,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18775;"F1 0000347929";12/07/2012;30941584,00;3178931,00;2229846,00;949085,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18775;"F1 0000347024";12/07/2012;58416049,00;15008222,00;4438860,00;10569362,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18775;"F1 0000344692";12/07/2012;12644366,00;5424765,00;180461,00;5244304,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18775;"F1 0000347155";12/07/2012;4328633,00;677876,00;34576,00;643300,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18775;"F1 0000348093";12/07/2012;3836750,00;3836750,00;0,00;3836750,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18775;"F1 0000347288";12/07/2012;20503716,00;5651512,00;1793815,00;3857697,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18775;"F1 0000345976";12/07/2012;661402,00;112007,00;0,00;112007,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18775;"F1 0000346094";12/07/2012;7524100,00;3334200,00;1266800,00;2067400,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18776;"F1 0000345354";12/07/2012;135271563,00;20872907,00;7055866,00;13817041,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18777;"F1 0000344129";12/07/2012;1241789,00;11800,00;0,00;11800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18777;"F1 0000344714";12/07/2012;1922511,00;540712,00;254692,00;286020,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18777;"F1 0000344711";12/07/2012;1971695,00;660700,00;113000,00;547700,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18777;"F1 0000344731";12/07/2012;3270875,00;1392920,00;841890,00;551030,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18778;"F1 0000346832";12/07/2012;267870,00;73167,00;0,00;73167,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18779;"F1 0000344814";12/07/2012;117100,00;13560,00;13560,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18781;"F1 0000344297";12/07/2012;352583,00;188199,00;0,00;188199,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18781;"F1 0000346760";12/07/2012;28506240,00;9502080,00;4751040,00;4751040,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18781;"F1 0000345904";12/07/2012;22955520,00;19082560,00;78400,00;19004160,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18781;"F1 0000347838";12/07/2012;4204811,00;1973230,00;0,00;1973230,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18781;"F1 0000345353";12/07/2012;42651596,00;19977350,00;86240,00;19891110,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18783;"F1 0000347978";12/07/2012;2786222,00;92596,00;92596,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18783;"F1 0000347977";12/07/2012;2786222,00;92596,00;92596,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000342318";12/07/2012;2099880,00;222622,00;222622,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000344052";12/07/2012;7620139,00;2111903,00;1113537,00;998366,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000343669";12/07/2012;1292197,00;189656,00;189656,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000343353";12/07/2012;1102900,00;20616,00;0,00;20616,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000343973";12/07/2012;3183167,00;479612,00;440566,00;39046,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000342091";12/07/2012;253670,00;190,00;190,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000344449";12/07/2012;1020857,00;423293,00;113370,00;309923,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000341845";12/07/2012;3063957,00;556208,00;301898,00;254310,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000342131";12/07/2012;1419781,00;339800,00;339800,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000342137";12/07/2012;936145,00;128549,00;12104,00;116445,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000344832";12/07/2012;2255188,00;165382,00;34450,00;130932,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000343696";12/07/2012;1010354,00;108800,00;10500,00;98300,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000343855";12/07/2012;3198612,00;595676,00;185855,00;409821,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000343806";12/07/2012;16358326,00;4659501,00;2329227,00;2330274,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000342611";12/07/2012;3336680,00;488115,00;308538,00;179577,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000342747";12/07/2012;2330436,00;27200,00;15400,00;11800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000344167";12/07/2012;1132084,00;29223,00;25354,00;3869,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000342199";12/07/2012;376550,00;1500,00;0,00;1500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000344393";12/07/2012;3090916,00;94374,00;49574,00;44800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000342077";12/07/2012;7274815,00;1839937,00;614204,00;1225733,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000343836";12/07/2012;3668274,00;569044,00;388258,00;180786,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000342627";12/07/2012;2665101,00;46896,00;29660,00;17236,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000342445";12/07/2012;2838843,00;443215,00;430843,00;12372,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000343963";12/07/2012;1516563,00;134728,00;75267,00;59461,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000343976";12/07/2012;885752,00;17750,00;17750,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18786;"F1 0000341987";12/07/2012;627420,00;65831,00;52430,00;13401,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000342719";12/07/2012;397217,00;342000,00;332000,00;10000,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000343872";12/07/2012;1318835,00;6320,00;0,00;6320,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000344817";12/07/2012;619557,00;493657,00;138929,00;354728,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000343730";12/07/2012;586020,00;20420,00;20420,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000344307";12/07/2012;663540,00;107900,00;107900,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000343797";12/07/2012;5855889,00;1357390,00;619430,00;737960,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000341851";12/07/2012;8587087,00;436647,00;115747,00;320900,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000343823";12/07/2012;1141448,00;30818,00;30818,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000341831";12/07/2012;1339700,00;128307,00;8360,00;119947,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000344411";12/07/2012;361631,00;253631,00;145731,00;107900,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000342920";12/07/2012;997460,00;11920,00;11920,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000343680";12/07/2012;1372965,00;225942,00;139142,00;86800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000341997";12/07/2012;914449,00;405221,00;304721,00;100500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000342888";12/07/2012;1004854,00;27550,00;14900,00;12650,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000342512";12/07/2012;1245729,00;36390,00;36390,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000343693";12/07/2012;1239710,00;165677,00;128760,00;36917,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000344417";12/07/2012;1393783,00;31732,00;31732,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000343698";12/07/2012;630220,00;181160,00;69900,00;111260,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000344400";12/07/2012;1527776,00;76980,00;76980,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000343702";12/07/2012;1206408,00;106830,00;20030,00;86800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000343756";12/07/2012;1231324,00;16440,00;16440,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000342093";12/07/2012;318140,00;25300,00;25300,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000342644";12/07/2012;4091780,00;4091780,00;1367565,00;2724215,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000344485";12/07/2012;1565799,00;137100,00;0,00;137100,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000342832";12/07/2012;1214508,00;18268,00;18268,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000342729";12/07/2012;1178600,00;175700,00;175700,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000341835";12/07/2012;1291915,00;41130,00;27040,00;14090,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000343955";12/07/2012;651736,00;72850,00;22440,00;50410,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000344402";12/07/2012;997559,00;13805,00;7500,00;6305,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000342634";12/07/2012;6098927,00;84606,00;8250,00;76356,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000344298";12/07/2012;43938043,00;12410463,00;6600001,00;5810462,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000344201";12/07/2012;2542345,00;352048,00;151093,00;200955,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000345397";12/07/2012;498898,00;402220,00;402220,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000342121";12/07/2012;282740,00;282740,00;171680,00;111060,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000344577";12/07/2012;1512039,00;5236,00;0,00;5236,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000343703";12/07/2012;423033,00;20420,00;20420,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000342725";12/07/2012;979035,00;11090,00;0,00;11090,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18802;"F1 0000342103";12/07/2012;386102,00;69600,00;69600,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000341989";13/07/2012;249068,00;11800,00;0,00;11800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000341981";13/07/2012;101321,00;7500,00;0,00;7500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000341947";13/07/2012;215028,00;7500,00;0,00;7500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000342592";13/07/2012;96727,00;14740,00;14740,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000344515";13/07/2012;75525,00;14740,00;0,00;14740,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000343695";13/07/2012;509377,00;10530,00;10530,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000342635";13/07/2012;405276,00;7500,00;0,00;7500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000342111";13/07/2012;295228,00;29740,00;0,00;29740,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000342631";13/07/2012;592417,00;14740,00;14740,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000343657";13/07/2012;53520,00;810,00;810,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000343090";13/07/2012;889226,00;11800,00;0,00;11800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000342812";13/07/2012;1010036,00;19300,00;7500,00;11800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000342834";13/07/2012;643164,00;7500,00;7500,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000343716";13/07/2012;318280,00;117400,00;117400,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000341761";13/07/2012;1449176,00;46080,00;34280,00;11800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000342626";13/07/2012;388191,00;87140,00;14740,00;72400,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000343296";13/07/2012;272886,00;22240,00;14740,00;7500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000343722";13/07/2012;680875,00;7500,00;0,00;7500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000343514";13/07/2012;540352,00;540352,00;6100,00;534252,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000342035";13/07/2012;20100,00;7500,00;7500,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000343802";13/07/2012;81767,00;14740,00;14740,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000342623";13/07/2012;168694,00;45888,00;34280,00;11608,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000343482";13/07/2012;212072,00;7500,00;7500,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000343738";13/07/2012;1160840,00;21730,00;4860,00;16870,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000341900";13/07/2012;179153,00;4860,00;4860,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000342454";13/07/2012;437648,00;29480,00;0,00;29480,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000343909";13/07/2012;65024,00;7500,00;0,00;7500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000342998";13/07/2012;846162,00;19300,00;7500,00;11800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000342774";13/07/2012;89797,00;14740,00;14740,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000342784";13/07/2012;94290,00;7500,00;0,00;7500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";18806;"F1 0000343714";13/07/2012;232126,00;7500,00;0,00;7500,00;0,00
